age,workclass,fnlwgt,education,education_num,status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,income
23,Private,27776,Bachelors,11,not_married,it_job,Male,0,0,40,United_States,more_than_50k
19,Private,242941,Bachelors,10,not_married,corporate_job,Female,0,1602,10,United_States,more_than_50k
41,Private,118853,Bachelors,10,married,corporate_job,Male,0,0,40,United_States,more_than_50k
48,Private,119565,HS_grad,9,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
23,Private,196827,Bachelors,10,married,it_job,Male,0,1902,40,United_States,more_than_50k
47,Private,275361,Bachelors,12,not_married,Other_service,Female,0,0,35,United_States,more_than_50k
42,Private,225193,HS_grad,9,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
17,Private,329783,SS_grad,6,not_married,corporate_job,Female,0,0,10,United_States,more_than_50k
29,government,107411,Bachelors,15,not_married,Prof_specialty,Female,0,0,70,United_States,more_than_50k
21,government,258490,Bachelors,10,not_married,Prof_specialty,Female,0,0,20,United_States,more_than_50k
31,Private,219509,HS_grad,9,married,Other_service,Male,0,0,40,Mexico,less_than_50k
27,government,29174,Bachelors,13,not_married,Prof_specialty,Female,0,0,40,United_States,more_than_50k
29,Private,40083,Doctorate,16,not_married,Prof_specialty,Male,0,0,40,Canada,more_than_50k
23,Private,87528,Bachelors,13,not_married,corporate_job,Female,0,0,45,United_States,more_than_50k
41,Private,116379,Masters,14,married,Prof_specialty,Male,0,0,55,Other,less_than_50k
46,government,216214,Bachelors,13,married,Prof_specialty,Male,0,0,35,United_States,less_than_50k
34,Private,268051,Bachelors,10,married,servant,Female,0,0,25,Other,more_than_50k
42,Self_emp,121718,HS_grad,9,married,Craft_repair,Male,0,0,24,United_States,more_than_50k
18,Private,201901,HS_grad,9,not_married,servant,Female,0,1719,15,United_States,more_than_50k
46,Private,109089,HS_grad,9,not_married,Craft_repair,Male,0,0,37,United_States,more_than_50k
52,Private,284129,Bachelors,10,married,Craft_repair,Male,0,0,40,United_States,less_than_50k
56,Private,143030,HS_grad,9,not_married,Craft_repair,Female,0,0,40,United_States,more_than_50k
21,Private,212619,Bachelors,11,not_married,it_job,Male,0,0,40,United_States,more_than_50k
22,Self_emp,199011,HS_grad,9,not_married,Craft_repair,Male,0,0,20,United_States,more_than_50k
31,Private,118901,Bachelors,13,not_married,corporate_job,Female,0,0,45,United_States,more_than_50k
41,Self_emp,129865,HS_grad,9,married,Other_service,Male,0,0,60,United_States,more_than_50k
25,Private,157900,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
43,Self_emp,349341,Bachelors,13,not_married,corporate_job,Male,0,0,60,United_States,more_than_50k
45,Private,158685,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
26,Private,386585,Bachelors,10,not_married,it_job,Male,0,0,60,United_States,more_than_50k
90,Private,52386,Bachelors,10,not_married,Other_service,Male,0,0,35,United_States,more_than_50k
45,Private,246891,Bachelors,13,married,corporate_job,Male,0,1902,40,United_States,less_than_50k
30,Private,190385,Bachelors,13,married,Other_service,Female,0,0,40,United_States,less_than_50k
42,Private,37869,Bachelors,10,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
20,Private,217807,Bachelors,10,not_married,servant,Male,0,0,35,United_States,more_than_50k
53,Private,149784,Bachelors,13,married,Prof_specialty,Male,7688,0,40,United_States,less_than_50k
64,government,201293,HS_grad,9,not_married,corporate_job,Female,0,0,38,United_States,more_than_50k
56,Private,128764,ES_grad,4,not_married,Transport_moving,Male,0,0,20,United_States,more_than_50k
42,Private,27444,Bachelors,10,married,Prof_specialty,Male,0,0,40,United_States,less_than_50k
26,Private,62438,Bachelors,13,married,corporate_job,Female,0,0,40,United_States,less_than_50k
31,government,151726,Bachelors,12,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
40,Private,29841,Bachelors,13,married,corporate_job,Female,0,0,40,United_States,more_than_50k
58,Private,131608,Bachelors,10,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
41,Private,110562,Bachelors,13,married,corporate_job,Male,0,0,40,United_States,more_than_50k
58,Self_emp,190541,HS_grad,9,not_married,corporate_job,Male,0,0,47,United_States,more_than_50k
62,government,33142,Masters,14,married,Prof_specialty,Male,0,0,60,United_States,less_than_50k
65,Self_emp,139272,Bachelors,13,married,corporate_job,Male,99999,0,60,United_States,less_than_50k
40,Private,234633,Bachelors,10,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
45,government,238386,Bachelors,10,married,servant,Male,0,0,40,United_States,less_than_50k
22,Private,460835,HS_grad,9,not_married,Craft_repair,Male,0,0,55,United_States,more_than_50k
63,government,97855,Masters,14,married,corporate_job,Male,0,0,50,United_States,less_than_50k
39,Private,77146,Bachelors,13,married,corporate_job,Male,0,1887,50,United_States,less_than_50k
37,Private,200863,Bachelors,10,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
56,Private,77415,SS_grad,7,married,Farming_fishing,Male,0,0,50,United_States,more_than_50k
32,Private,236770,Bachelors,10,not_married,corporate_job,Male,0,0,50,United_States,more_than_50k
53,government,173093,Bachelors,10,married,corporate_job,Female,0,1887,40,Philippines,less_than_50k
32,Private,235124,Bachelors,11,not_married,Prof_specialty,Male,0,0,40,United_States,more_than_50k
23,Self_emp,282604,SS_grad,7,married,Transport_moving,Male,7688,0,60,United_States,less_than_50k
35,Private,199288,SS_grad,7,not_married,Transport_moving,Male,0,0,90,United_States,more_than_50k
51,Private,191659,Bachelors,10,married,corporate_job,Male,0,1887,65,United_States,less_than_50k
19,Private,43285,Bachelors,10,not_married,corporate_job,Female,0,0,20,United_States,more_than_50k
41,Private,160837,SS_grad,7,married,it_job,Male,0,0,40,Other,more_than_50k
22,Private,230574,SS_grad,6,not_married,Transport_moving,Male,0,0,25,United_States,more_than_50k
23,Private,176178,HS_grad,9,not_married,it_job,Female,0,0,40,United_States,more_than_50k
36,Private,116358,Masters,14,married,corporate_job,Male,0,0,40,Other,less_than_50k
45,Private,107787,Bachelors,11,married,Craft_repair,Male,0,0,40,Canada,more_than_50k
23,Self_emp,519627,HS_grad,9,not_married,Farming_fishing,Male,0,0,25,Mexico,more_than_50k
21,Private,191460,SS_grad,7,not_married,Other_service,Female,0,0,40,United_States,more_than_50k
44,Private,198282,Masters,14,married,corporate_job,Male,15024,0,40,United_States,less_than_50k
29,Private,214858,Bachelors,13,married,corporate_job,Male,0,0,40,United_States,less_than_50k
36,Self_emp,64875,Bachelors,11,married,it_job,Male,0,0,60,United_States,more_than_50k
18,Private,675421,ES_grad,5,not_married,servant,Male,594,0,40,United_States,more_than_50k
62,Self_emp,134768,SS_grad,8,married,Craft_repair,Male,0,0,40,United_States,less_than_50k
25,government,207342,Bachelors,10,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
34,Private,64830,Bachelors,12,not_married,corporate_job,Female,0,0,45,United_States,more_than_50k
31,Private,220066,Bachelors,13,not_married,corporate_job,Female,14344,0,50,United_States,less_than_50k
37,Private,82521,Bachelors,13,married,corporate_job,Male,15024,0,40,United_States,less_than_50k
33,Private,176711,Bachelors,13,married,Farming_fishing,Male,0,0,40,Other,more_than_50k
28,Private,111900,Bachelors,12,married,corporate_job,Male,0,0,30,United_States,more_than_50k
47,Private,481987,HS_grad,9,married,Other_service,Male,0,0,40,United_States,less_than_50k
34,Private,158420,Bachelors,13,married,corporate_job,Male,0,0,70,United_States,more_than_50k
26,Private,256000,Bachelors,15,married,Prof_specialty,Male,99999,0,60,United_States,less_than_50k
36,Private,183892,Bachelors,10,married,Craft_repair,Male,7298,0,44,United_States,less_than_50k
28,Private,42734,HS_grad,9,not_married,servant,Male,0,0,40,United_States,more_than_50k
22,Private,181773,HS_grad,9,not_married,Transport_moving,Male,0,0,40,United_States,more_than_50k
47,Private,184945,Bachelors,10,not_married,Other_service,Female,0,0,35,United_States,more_than_50k
33,Private,107248,Bachelors,11,not_married,corporate_job,Male,0,0,45,United_States,more_than_50k
34,Self_emp,215382,Masters,14,not_married,Prof_specialty,Female,4787,0,40,United_States,less_than_50k
25,Private,122999,HS_grad,9,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
37,Private,758700,ES_grad,5,married,servant,Male,3781,0,50,Mexico,more_than_50k
36,government,166606,HS_grad,9,married,servant,Male,0,0,40,United_States,more_than_50k
57,Private,205708,Bachelors,10,married,Craft_repair,Male,0,0,40,Other,more_than_50k
55,Private,67450,Doctorate,16,not_married,Prof_specialty,Male,0,0,40,Other,more_than_50k
20,Private,242077,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
43,Private,129573,HS_grad,9,not_married,corporate_job,Female,0,0,44,United_States,more_than_50k
54,Private,181132,HS_grad,9,married,it_job,Male,0,0,40,Other,less_than_50k
25,Private,212302,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
42,Private,83411,Bachelors,10,not_married,corporate_job,Male,0,1408,40,United_States,more_than_50k
17,Private,317681,SS_grad,7,not_married,Craft_repair,Male,0,0,10,United_States,more_than_50k
63,Private,30602,ES_grad,4,married,Other_service,Female,0,0,40,United_States,more_than_50k
19,Private,172893,Bachelors,10,not_married,corporate_job,Female,0,0,30,United_States,more_than_50k
56,Self_emp,211804,Bachelors,13,married,corporate_job,Male,15024,0,50,United_States,less_than_50k
33,Self_emp,312055,Bachelors,13,married,corporate_job,Male,0,0,45,United_States,less_than_50k
37,Private,65390,Bachelors,13,married,Farming_fishing,Male,0,0,50,United_States,more_than_50k
27,Private,200500,ES_grad,4,married,Transport_moving,Male,0,0,45,United_States,more_than_50k
36,government,241962,Bachelors,13,married,corporate_job,Male,0,0,40,United_States,more_than_50k
30,Self_emp,78530,HS_grad,9,married,corporate_job,Male,0,0,65,Canada,less_than_50k
22,Private,189950,Bachelors,13,not_married,Prof_specialty,Male,0,0,55,United_States,more_than_50k
35,Private,111387,Bachelors,10,married,servant,Male,0,1579,40,United_States,more_than_50k
20,Private,241951,HS_grad,9,not_married,servant,Male,0,0,45,United_States,more_than_50k
18,Private,343059,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
25,Private,302465,SS_grad,8,not_married,it_job,Male,0,1741,40,United_States,more_than_50k
53,Private,156843,Masters,14,not_married,Prof_specialty,Female,0,1564,54,United_States,less_than_50k
19,Private,55284,HS_grad,9,not_married,corporate_job,Female,0,0,35,United_States,more_than_50k
34,Private,509364,HS_grad,9,not_married,it_job,Male,0,0,30,United_States,more_than_50k
32,government,117927,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
20,Private,137651,Bachelors,10,not_married,it_job,Male,0,0,40,United_States,more_than_50k
70,Private,131060,ES_grad,4,married,Other_service,Male,0,0,25,United_States,more_than_50k
57,Private,346963,Bachelors,13,married,corporate_job,Male,0,0,40,United_States,less_than_50k
54,Private,183611,Bachelors,10,married,corporate_job,Male,3137,0,50,United_States,more_than_50k
34,Private,134737,Bachelors,11,married,it_job,Male,0,0,40,United_States,more_than_50k
48,Private,36503,Bachelors,10,married,corporate_job,Male,0,0,40,United_States,less_than_50k
42,Private,250121,SS_grad,7,married,Other_service,Female,0,0,40,United_States,more_than_50k
45,Private,330535,HS_grad,9,not_married,corporate_job,Male,3325,0,40,United_States,more_than_50k
27,Private,387776,Bachelors,10,not_married,Other_service,Male,0,0,40,United_States,more_than_50k
51,Private,41474,SS_grad,6,married,Other_service,Male,0,0,40,Mexico,more_than_50k
36,government,318972,Bachelors,10,not_married,corporate_job,Female,0,0,65,United_States,more_than_50k
33,Private,86143,Bachelors,10,not_married,corporate_job,Male,0,0,40,Philippines,more_than_50k
50,Private,181139,Bachelors,10,not_married,Farming_fishing,Male,0,0,40,United_States,more_than_50k
44,Private,326232,Bachelors,13,not_married,corporate_job,Male,0,2547,50,United_States,less_than_50k
39,government,153976,Masters,14,married,Prof_specialty,Male,0,0,40,United_States,less_than_50k
55,Self_emp,59469,ES_grad,5,married,Farming_fishing,Male,0,0,25,United_States,more_than_50k
24,Private,127139,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
35,Private,136343,HS_grad,9,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
32,Self_emp,350624,SS_grad,8,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
68,Private,166149,HS_grad,9,not_married,corporate_job,Female,0,2206,30,United_States,more_than_50k
29,Private,121523,SS_grad,7,married,Transport_moving,Male,0,0,60,United_States,more_than_50k
24,Self_emp,267396,Bachelors,13,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
61,Private,83045,ES_grad,5,married,it_job,Male,0,0,40,United_States,more_than_50k
34,Private,160449,HS_grad,9,married,it_job,Male,0,0,44,United_States,less_than_50k
55,Self_emp,124137,Bachelors,15,married,Prof_specialty,Male,0,2415,35,Other,less_than_50k
41,Private,154194,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
36,Self_emp,295127,HS_grad,9,married,Farming_fishing,Male,0,0,84,United_States,more_than_50k
60,Private,240521,HS_grad,9,married,Craft_repair,Male,7298,0,40,United_States,less_than_50k
61,Self_emp,244087,HS_grad,9,married,Craft_repair,Male,0,0,52,United_States,less_than_50k
35,Private,356250,Bachelors,15,married,corporate_job,Male,0,0,35,Other,more_than_50k
42,government,293791,Bachelors,13,married,corporate_job,Male,0,0,50,United_States,less_than_50k
26,Private,44308,Bachelors,13,not_married,it_job,Male,0,0,40,United_States,more_than_50k
44,government,210527,Bachelors,10,not_married,Other_service,Female,0,0,40,United_States,more_than_50k
31,government,151763,Masters,14,not_married,corporate_job,Male,0,0,25,United_States,more_than_50k
39,government,267581,HS_grad,9,not_married,Other_service,Male,0,0,40,United_States,more_than_50k
20,Private,100188,Bachelors,10,not_married,it_job,Female,0,0,24,United_States,more_than_50k
32,Self_emp,111746,Bachelors,10,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
32,Self_emp,171091,HS_grad,9,married,corporate_job,Male,0,0,40,United_States,more_than_50k
61,Private,355645,ES_grad,5,married,it_job,Male,0,0,20,Other,more_than_50k
54,government,137678,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
23,Private,70894,Bachelors,12,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
19,Private,171306,HS_grad,9,not_married,corporate_job,Male,0,0,3,United_States,more_than_50k
31,Private,100997,Bachelors,10,married,Prof_specialty,Male,0,0,40,United_States,more_than_50k
35,Private,63921,Preschool,3,married,servant,Male,0,0,40,Mexico,more_than_50k
29,Private,32897,HS_grad,9,not_married,Other_service,Female,0,0,25,United_States,more_than_50k
29,government,251854,HS_grad,9,not_married,servant,Female,0,0,40,United_States,more_than_50k
25,Private,345121,SS_grad,6,not_married,Other_service,Female,0,0,25,United_States,more_than_50k
46,Private,86220,Bachelors,13,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
35,Private,172845,Bachelors,11,not_married,Other_service,Female,0,0,30,United_States,more_than_50k
20,Private,171398,SS_grad,6,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
24,Self_emp,174391,HS_grad,9,married,corporate_job,Female,0,0,40,United_States,more_than_50k
48,Private,207058,HS_grad,9,not_married,corporate_job,Female,0,0,37,United_States,more_than_50k
37,Private,291251,HS_grad,9,not_married,it_job,Female,0,0,40,United_States,more_than_50k
60,Self_emp,224377,HS_grad,9,married,corporate_job,Male,0,0,40,United_States,more_than_50k
39,Private,105813,HS_grad,9,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
29,government,180916,Bachelors,10,not_married,corporate_job,Female,0,0,38,United_States,more_than_50k
31,Self_emp,122749,Bachelors,11,not_married,Craft_repair,Male,0,0,20,United_States,more_than_50k
38,Private,31069,Bachelors,11,married,Craft_repair,Male,4386,0,40,United_States,less_than_50k
26,Self_emp,284343,Bachelors,12,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
64,Private,319371,Bachelors,13,married,corporate_job,Male,15024,0,40,United_States,less_than_50k
46,Private,174224,Bachelors,11,not_married,servant,Male,0,0,40,United_States,more_than_50k
39,Private,127772,HS_grad,9,married,corporate_job,Male,3103,0,44,United_States,less_than_50k
48,Private,80651,HS_grad,9,not_married,it_job,Female,0,0,55,United_States,more_than_50k
46,Private,62793,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
42,Private,191712,Bachelors,13,not_married,corporate_job,Male,0,1590,40,United_States,more_than_50k
39,Self_emp,237532,HS_grad,9,married,corporate_job,Female,0,0,54,Other,less_than_50k
50,government,20179,Masters,14,married,it_job,Male,0,0,40,United_States,less_than_50k
24,Private,311376,Bachelors,13,not_married,Prof_specialty,Female,0,0,40,United_States,more_than_50k
30,Private,432565,Bachelors,11,married,it_job,Female,0,0,40,Canada,less_than_50k
39,Self_emp,329980,Bachelors,13,married,corporate_job,Male,0,2415,60,United_States,less_than_50k
29,Self_emp,125190,HS_grad,9,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
23,Private,342946,SS_grad,7,not_married,Transport_moving,Female,0,0,38,United_States,more_than_50k
32,Private,123429,SS_grad,6,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
69,Self_emp,69209,Bachelors,13,married,it_job,Male,3818,0,30,United_States,more_than_50k
55,Private,66356,HS_grad,9,not_married,servant,Male,0,0,40,United_States,more_than_50k
41,Private,195897,Bachelors,10,married,corporate_job,Male,0,0,50,United_States,more_than_50k
44,Self_emp,153132,Bachelors,13,married,corporate_job,Male,7688,0,52,United_States,less_than_50k
18,Private,230875,SS_grad,7,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
74,Self_emp,92298,Bachelors,13,married,corporate_job,Male,0,0,10,United_States,more_than_50k
40,Private,185145,Doctorate,16,married,Prof_specialty,Male,0,0,40,United_States,less_than_50k
27,Private,297296,HS_grad,9,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
55,Private,145214,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
52,Self_emp,242341,ES_grad,4,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
54,Private,240542,Bachelors,10,not_married,corporate_job,Female,0,0,48,United_States,more_than_50k
36,Private,104772,HS_grad,9,not_married,Craft_repair,Male,0,0,48,United_States,more_than_50k
26,Private,181666,HS_grad,9,not_married,servant,Female,0,0,40,United_States,more_than_50k
18,Private,415520,SS_grad,7,not_married,Craft_repair,Male,0,0,20,United_States,more_than_50k
38,Private,258761,HS_grad,9,not_married,corporate_job,Male,0,0,50,United_States,more_than_50k
50,Private,88842,Bachelors,13,married,Transport_moving,Male,7298,0,40,United_States,less_than_50k
32,Private,158438,Bachelors,10,married,corporate_job,Male,0,0,60,United_States,less_than_50k
57,Private,206206,Bachelors,13,married,corporate_job,Male,0,0,40,United_States,less_than_50k
20,Private,51816,HS_grad,9,not_married,servant,Male,0,0,40,United_States,more_than_50k
27,Private,253814,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
31,Self_emp,161745,Bachelors,13,married,corporate_job,Male,0,1980,60,United_States,more_than_50k
60,Private,162947,Preschool,3,not_married,it_job,Female,0,0,40,Puerto_Rico,more_than_50k
52,Private,163027,HS_grad,9,not_married,Craft_repair,Female,0,0,50,United_States,more_than_50k
61,Private,146788,ES_grad,4,married,Transport_moving,Male,0,0,40,United_States,more_than_50k
57,Self_emp,73309,HS_grad,9,not_married,Craft_repair,Male,0,0,55,United_States,less_than_50k
59,Self_emp,104216,Bachelors,15,married,corporate_job,Male,0,0,25,United_States,more_than_50k
34,Self_emp,345705,HS_grad,9,not_married,Craft_repair,Male,0,0,45,United_States,less_than_50k
31,Private,133770,Bachelors,12,married,Craft_repair,Male,0,0,50,United_States,less_than_50k
42,Private,209392,HS_grad,9,not_married,servant,Male,0,0,35,United_States,more_than_50k
70,Private,262345,Bachelors,10,not_married,corporate_job,Female,0,0,6,United_States,more_than_50k
29,Private,490332,Bachelors,10,married,Transport_moving,Male,0,0,45,United_States,less_than_50k
27,Private,211570,SS_grad,7,not_married,servant,Male,0,0,40,United_States,more_than_50k
25,Private,374918,SS_grad,8,married,Other_service,Female,0,0,40,United_States,more_than_50k
51,Private,106728,Bachelors,13,married,corporate_job,Male,5178,0,60,United_States,less_than_50k
35,Private,174597,Bachelors,13,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
36,Self_emp,233533,Bachelors,10,married,Craft_repair,Male,0,0,60,United_States,less_than_50k
46,Private,133169,Bachelors,11,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
52,Private,198824,Bachelors,11,not_married,Other_service,Female,0,0,35,United_States,more_than_50k
65,Private,174056,ES_grad,4,married,it_job,Male,0,0,40,United_States,more_than_50k
43,Private,188696,Bachelors,11,not_married,it_job,Male,0,0,40,United_States,more_than_50k
41,government,90692,HS_grad,9,not_married,Prof_specialty,Female,0,0,40,United_States,more_than_50k
34,Private,271933,Bachelors,13,not_married,corporate_job,Female,0,1741,45,United_States,more_than_50k
47,Self_emp,102359,Bachelors,13,married,corporate_job,Male,0,0,30,United_States,more_than_50k
49,government,213668,Masters,14,not_married,corporate_job,Male,0,0,56,United_States,less_than_50k
21,Private,294789,Bachelors,10,not_married,Other_service,Female,0,0,25,United_States,more_than_50k
20,Private,157599,Bachelors,10,not_married,Other_service,Female,0,0,25,United_States,more_than_50k
18,government,134935,SS_grad,8,not_married,servant,Male,0,0,40,United_States,more_than_50k
27,Private,466224,Bachelors,10,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
34,Self_emp,111985,HS_grad,9,married,Craft_repair,Male,0,0,50,United_States,more_than_50k
38,Private,264627,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
24,Private,213427,HS_grad,9,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
34,Private,279015,Bachelors,10,not_married,corporate_job,Male,0,0,65,United_States,more_than_50k
47,Private,165937,HS_grad,9,married,it_job,Male,0,0,50,United_States,less_than_50k
27,government,188343,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
63,Private,158609,Bachelors,11,not_married,corporate_job,Female,0,0,8,United_States,more_than_50k
34,Private,193036,Bachelors,10,married,corporate_job,Male,0,0,40,United_States,less_than_50k
25,Private,198632,Bachelors,10,married,corporate_job,Male,0,0,50,United_States,more_than_50k
54,Private,175912,HS_grad,9,not_married,it_job,Male,914,0,40,United_States,more_than_50k
35,Private,101387,HS_grad,9,not_married,corporate_job,Female,0,0,50,United_States,more_than_50k
24,Private,60783,Bachelors,10,married,Transport_moving,Male,0,0,70,United_States,less_than_50k
26,Private,183224,Bachelors,10,not_married,corporate_job,Female,0,0,35,United_States,more_than_50k
59,government,100776,Bachelors,11,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
20,Private,174063,Bachelors,10,not_married,Other_service,Female,0,0,40,United_States,more_than_50k
41,Private,306495,HS_grad,9,married,Farming_fishing,Male,0,0,40,United_States,more_than_50k
51,Private,249741,Bachelors,10,married,corporate_job,Male,0,0,40,United_States,more_than_50k
27,Private,93021,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
36,Private,49626,HS_grad,9,married,corporate_job,Male,0,0,40,United_States,more_than_50k
25,Private,63062,Bachelors,10,not_married,Farming_fishing,Male,0,0,60,United_States,more_than_50k
55,Private,320835,Bachelors,13,married,corporate_job,Male,0,0,50,United_States,less_than_50k
22,government,123727,Bachelors,10,not_married,Prof_specialty,Female,0,0,21,United_States,more_than_50k
58,government,110517,Doctorate,16,married,Prof_specialty,Male,4064,0,40,India,more_than_50k
43,Private,149670,Bachelors,10,married,corporate_job,Female,4064,0,15,United_States,more_than_50k
39,Private,172425,Bachelors,11,married,corporate_job,Female,0,0,20,United_States,less_than_50k
40,Private,216116,ES_grad,5,not_married,it_job,Female,0,0,40,Other,more_than_50k
46,Private,174209,HS_grad,9,not_married,corporate_job,Male,0,0,45,United_States,more_than_50k
54,government,175083,HS_grad,9,not_married,corporate_job,Female,0,0,20,United_States,more_than_50k
19,Private,129059,Bachelors,10,not_married,corporate_job,Male,0,0,30,United_States,more_than_50k
24,Private,121313,HS_grad,9,married,corporate_job,Male,0,0,40,United_States,more_than_50k
24,government,166851,Masters,14,not_married,Prof_specialty,Male,0,0,13,United_States,more_than_50k
29,Self_emp,29616,HS_grad,9,not_married,Farming_fishing,Male,0,0,65,United_States,more_than_50k
56,Self_emp,105582,Bachelors,10,married,corporate_job,Male,7688,0,50,United_States,less_than_50k
56,Private,117881,SS_grad,7,not_married,it_job,Female,0,0,40,United_States,more_than_50k
34,Private,203408,Bachelors,13,married,Prof_specialty,Male,7688,0,50,United_States,less_than_50k
19,Private,446219,SS_grad,6,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
32,Self_emp,110331,HS_grad,9,married,corporate_job,Male,0,0,65,United_States,less_than_50k
48,Private,207946,HS_grad,9,not_married,corporate_job,Female,0,0,52,United_States,more_than_50k
47,Private,188330,HS_grad,9,married,Transport_moving,Male,0,0,25,United_States,more_than_50k
52,Private,147629,HS_grad,9,married,Transport_moving,Male,0,0,60,United_States,less_than_50k
40,Private,153799,Preschool,2,married,it_job,Female,0,0,40,Other,more_than_50k
28,Private,203776,SS_grad,6,married,Craft_repair,Male,0,0,50,United_States,more_than_50k
41,Private,168071,Bachelors,13,married,corporate_job,Male,7298,0,50,United_States,less_than_50k
57,Private,348430,Preschool,2,not_married,Craft_repair,Male,0,0,40,Other,more_than_50k
51,Private,103407,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
33,Private,326104,Bachelors,10,married,corporate_job,Male,0,0,50,United_States,less_than_50k
46,Private,238162,Bachelors,13,married,Craft_repair,Male,0,0,45,United_States,less_than_50k
50,Private,221336,HS_grad,9,not_married,corporate_job,Female,0,0,40,Philippines,more_than_50k
77,Self_emp,145329,HS_grad,9,not_married,it_job,Male,401,0,20,United_States,more_than_50k
39,Private,315776,Masters,14,not_married,corporate_job,Male,8614,0,52,United_States,less_than_50k
35,Private,325802,Bachelors,12,not_married,servant,Female,0,0,24,United_States,more_than_50k
23,Private,133985,SS_grad,6,not_married,Craft_repair,Female,0,0,40,United_States,more_than_50k
37,Private,269329,Bachelors,11,not_married,Prof_specialty,Female,8614,0,45,United_States,less_than_50k
41,Private,183203,HS_grad,9,married,Transport_moving,Male,0,0,50,United_States,less_than_50k
60,Private,76127,Bachelors,12,married,corporate_job,Male,0,0,35,United_States,less_than_50k
32,Private,195891,Bachelors,13,not_married,corporate_job,Male,0,0,55,United_States,more_than_50k
56,government,162137,HS_grad,9,married,Transport_moving,Male,0,0,40,United_States,more_than_50k
45,government,37672,Bachelors,11,not_married,it_job,Female,0,0,40,United_States,more_than_50k
24,Private,161708,HS_grad,9,not_married,corporate_job,Female,0,0,45,United_States,less_than_50k
18,Private,80616,SS_grad,6,not_married,servant,Male,0,0,27,United_States,more_than_50k
31,Private,209276,HS_grad,9,married,Other_service,Male,0,0,40,United_States,more_than_50k
45,Private,192835,Bachelors,13,married,corporate_job,Male,0,1977,55,United_States,less_than_50k
23,Private,203240,Bachelors,10,not_married,Other_service,Female,0,0,40,United_States,more_than_50k
45,government,102308,Bachelors,10,married,corporate_job,Male,0,0,40,United_States,more_than_50k
18,Private,40829,SS_grad,7,not_married,corporate_job,Female,0,0,25,United_States,more_than_50k
25,Private,60726,HS_grad,9,married,Transport_moving,Male,0,0,30,United_States,more_than_50k
31,government,116677,HS_grad,9,married,corporate_job,Male,0,0,40,United_States,more_than_50k
19,Private,57067,HS_grad,9,not_married,it_job,Male,0,0,45,United_States,more_than_50k
41,Private,304906,Bachelors,13,married,corporate_job,Male,0,0,40,United_States,less_than_50k
74,Private,101590,Bachelors,15,not_married,corporate_job,Female,0,0,20,United_States,more_than_50k
